Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
15.94,0.51108809,-11.66631511,274.00469957,-2.52405628,0.988282,0.09646495,-6.41241063,1.76304624,-22.74981562,-9.03969196,7.821071,-4.20779057,0,-1.60686262,-4.20156186,-13.60472134,-11.91227698,4.16137068,-0.25442225,0,0,0,0
15.945,0.56978285,-11.57375028,273.98406221,-2.52382614,0.98841561,0.09769474,-6.5460076,1.72216066,-22.83123214,-8.74764808,7.81699894,-4.01494267,0,-1.77486053,-4.11713091,-13.87846795,-11.57701695,4.10203816,0.03082281,0,0,0,0
15.95,0.59446259,-11.44928298,273.97937576,-2.52359164,0.98849101,0.09888666,-6.63691506,1.70726224,-23.05075062,-8.46550679,7.77910207,-3.67835282,0,-1.86824698,-4.08743383,-14.2390888,-11.30975545,4.11676929,0.52654705,0,0,0,0
15.955,0.63793726,-11.35726438,273.95792274,-2.52334326,0.98859001,0.10006349,-6.77422462,1.68605617,-23.13514967,-8.15698325,7.75051706,-3.50238319,0,-2.03414892,-4.00674805,-14.46133898,-10.96873356,4.06500269,0.75229716,0,0,0,0
15.96,0.65538704,-11.221978,273.9462215,-2.52309911,0.9886162,0.10119123,-6.84828857,1.67796208,-23.34595696,-7.87604327,7.72429026,-3.17034093,0,-2.10981148,-3.97382951,-14.79264747,-10.70304698,4.06211164,1.18642885,0,0,0,0
15.965,0.68836367,-11.12283484,273.92412654,-2.52284022,0.98866513,0.10230906,-6.97461287,1.66850331,-23.43646568,-7.56453693,7.68998911,-2.99593679,0,-2.25456133,-3.89895809,-14.99580582,-10.37803052,4.02405605,1.39544174,0,0,0,0
15.97,0.69914902,-10.97687906,273.90910509,-2.52258661,0.98864009,0.10337336,-7.02844906,1.66614508,-23.64236421,-7.29168238,7.6682344,-2.6715095,0,-2.30725438,-3.86582123,-15.30317434,-10.12459824,4.02457289,1.79229856,0,0,0,0
15.975,0.72197624,-10.86363346,273.88402509,-2.52232618,0.98863631,0.10442545,-7.1274071,1.66568036,-23.72168276,-6.99432829,7.64028956,-2.51637565,0,-2.42412006,-3.7956153,-15.48085803,-9.81206855,3.9804146,1.96326918,0,0,0,0
15.98,0.73399097,-10.74327968,273.86267053,-2.52207191,0.98860453,0.10545056,-7.2061981,1.66870176,-23.87289596,-6.71948905,7.62049774,-2.26546802,0,-2.51091838,-3.74926331,-15.72576213,-9.53986473,3.96545672,2.26119785,0,0,0,0
15.985,0.74160552,-10.59423353,273.83777476,-2.52181787,0.98852712,0.10642411,-7.23488117,1.66779897,-24.0295485,-6.47583811,7.60603594,-2.00966792,0,-2.55466604,-3.70440866,-15.9622678,-9.28357845,3.95198595,2.54265594,0,0,0,0
15.99,0.74822702,-10.44988049,273.81414032,-2.52156833,0.98844156,0.10737182,-7.26495594,1.67199504,-24.15482324,-6.23439214,7.58970935,-1.80556527,0,-2.60269784,-3.65476685,-16.14975273,-9.02293676,3.93052437,2.75372181,0,0,0,0
15.995,0.7484188,-10.27116315,273.78970811,-2.52131776,0.98831384,0.10825863,-7.24522971,1.68389875,-24.21018585,-6.00464647,7.54160785,-1.73509276,0,-2.60961,-3.59887542,-16.25035181,-8.75738431,3.89021922,2.82336837,0,0,0,0
16,0.76137796,-10.16357873,273.75739798,-2.52108431,0.98823476,0.10917931,-7.29268583,1.67206237,-24.36630088,-5.80843765,7.57297704,-1.44668504,0,-2.68714501,-3.55102161,-16.49357568,-8.51839305,3.88858744,3.12811641,0,0,0,0
16.005,0.75317156,-9.98262924,273.73512963,-2.52085427,0.98808484,0.11000887,-7.2475179,1.68866109,-24.42052235,-5.61534593,7.53058067,-1.38485328,0,-2.67529951,-3.50631806,-16.57473406,-8.27484023,3.85515162,3.19001004,0,0,0,0
16.01,0.75310217,-9.82075853,273.7045375,-2.52063776,0.98794444,0.11082494,-7.20975546,1.69053894,-24.47909015,-5.44969324,7.51830925,-1.28799593,0,-2.682268,-3.45618997,-16.68695404,-8.03620238,3.8148621,3.28393844,0,0,0,0
16.015,0.74831523,-9.67493986,273.67491161,-2.52043607,0.98779783,0.11163479,-7.15852738,1.67443173,-24.70005892,-5.35435416,7.57980933,-0.91200817,0,-2.67550415,-3.43514281,-16.92808311,-7.8645322,3.85315171,3.62769214,0,0,0,0
16.02,0.74294927,-9.52466256,273.65056662,-2.52024697,0.98764714,0.11240647,-7.11651786,1.68419112,-24.70479011,-5.21536387,7.57910178,-0.87679521,0,-2.68280253,-3.39063166,-16.96578886,-7.64268656,3.85202922,3.66622966,0,0,0,0
16.025,0.7502225,-9.35137451,273.60330477,-2.52007066,0.98748217,0.1131264,-7.00989166,1.65455397,-24.76030584,-5.15288223,7.61888651,-0.74452942,0,-2.65365788,-3.33604477,-17.0982646,-7.44301527,3.80591977,3.75863259,0,0,0,0
16.03,0.73982035,-9.20808076,273.57564485,-2.51991594,0.98734679,0.11385342,-6.95010595,1.66158049,-24.78845441,-5.0562449,7.61228481,-0.69263288,0,-2.65396839,-3.30331003,-17.15841239,-7.24217545,3.77642304,3.80967436,0,0,0,0
16.035,0.72630873,-9.02957063,273.54125713,-2.51977905,0.98716259,0.11452168,-6.80863562,1.64610836,-24.88952115,-5.04620205,7.6685387,-0.4946102,0,-2.5895911,-3.28313075,-17.27714601,-7.09039484,3.78671699,3.95543899,0,0,0,0
16.04,0.73116585,-8.89547352,273.50245173,-2.51965277,0.98703242,0.11520166,-6.73495739,1.62809598,-24.87868458,-4.99345538,7.69187704,-0.44883164,0,-2.59052356,-3.23588051,-17.3424015,-6.90655114,3.75722759,3.98893175,0,0,0,0
16.045,0.73118078,-8.72724558,273.46048261,-2.51954536,0.98685977,0.11582634,-6.59555558,1.60182936,-24.87847556,-4.99381116,7.74594395,-0.37132911,0,-2.53240834,-3.19810758,-17.41188473,-6.76160224,3.76006885,4.04147964,0,0,0,0
16.05,0.72288477,-8.58748725,273.42124969,-2.51946151,0.98672592,0.11645368,-6.4907169,1.59153984,-24.87124854,-4.98287234,7.77260673,-0.32553663,0,-2.50929831,-3.17135566,-17.47435247,-6.6037084,3.73099592,4.07803184,0,0,0,0
16.055,0.71952722,-8.43415151,273.37660012,-2.51939006,0.98657573,0.11704338,-6.35474993,1.5688182,-24.85090212,-5.00154253,7.82083765,-0.27562621,0,-2.4585727,-3.14117287,-17.53769524,-6.47003059,3.72131018,4.11364284,0,0,0,0
16.06,0.71426498,-8.26504517,273.34271154,-2.51932991,0.98640445,0.11760178,-6.19390117,1.54645517,-24.84999412,-5.03314009,7.86998525,-0.20628126,0,-2.36701937,-3.12075234,-17.59653599,-6.37866931,3.74670713,4.17208957,0,0,0,0
16.065,0.70958771,-8.12540583,273.30244279,-2.51928972,0.98627039,0.11816073,-6.06494563,1.52656629,-24.83306241,-5.06289233,7.91430164,-0.15487833,0,-2.314118,-3.09995303,-17.66054693,-6.27299417,3.7487611,4.21897005,0,0,0,0
16.07,0.70255479,-7.99944826,273.25799791,-2.51926488,0.98615741,0.11871178,-5.94855602,1.51059529,-24.7998472,-5.09426033,7.95429951,-0.12265658,0,-2.2750401,-3.08258213,-17.72456292,-6.16791882,3.73077958,4.24265366,0,0,0,0
16.075,0.69855245,-7.84838455,273.22777478,-2.51923962,0.98601286,0.11922414,-5.79793672,1.48991275,-24.77917497,-5.13733969,7.99490273,-0.08700552,0,-2.18196336,-3.06913449,-17.77581529,-6.1101978,3.75883446,4.29362396,0,0,0,0
16.08,0.69411745,-7.73747993,273.18444536,-2.51923022,0.98591657,0.11974686,-5.69237138,1.47222186,-24.73938337,-5.1762023,8.03904552,-0.06215417,0,-2.14362429,-3.05442478,-17.83778391,-6.0322101,3.75631995,4.31630852,0,0,0,0
16.085,0.69143843,-7.61609419,273.15117303,-2.51922168,0.98580911,0.12024332,-5.57226953,1.45330432,-24.70515063,-5.21940516,8.07980462,-0.04296387,0,-2.07700996,-3.04242233,-17.88808133,-5.98253005,3.77344605,4.34746344,0,0,0,0
16.09,0.68671927,-7.49782277,273.13143924,-2.51921717,0.98570711,0.12073018,-5.46057985,1.4416665,-24.68700831,-5.25089699,8.10445167,-0.02531537,0,-1.99857042,-3.03987036,-17.93728616,-5.9585428,3.80588647,4.41087937,0,0,0,0
16.095,0.68673486,-7.4167408,273.09618597,-2.51921228,0.98564491,0.12122235,-5.38713503,1.4236463,-24.64579444,-5.28720637,8.14682198,-0.00874851,0,-1.97012257,-3.02806455,-17.9890276,-5.91892944,3.8216548,4.42669826,0,0,0,0
16.1,0.68725381,-7.32464747,273.07492208,-2.51920112,0.98557289,0.1216924,-5.30210798,1.40723614,-24.61837121,-5.32091948,8.17972255,0.00133475,0,-1.91448862,-3.02000947,-18.02635038,-5.90313515,3.84891978,4.45462185,0,0,0,0
16.105,0.68704837,-7.24568844,273.05937624,-2.51918778,0.98551556,0.12215712,-5.23560795,1.39521669,-24.59849626,-5.34498252,8.20660855,0.01091941,0,-1.86558119,-3.01575254,-18.06163531,-5.89959652,3.88136637,4.48580774,0,0,0,0
16.11,0.68874571,-7.17904899,273.04988023,-2.51916954,0.98547127,0.12261677,-5.18563892,1.38413912,-24.58511019,-5.36263774,8.23173926,0.01943706,0,-1.82444268,-3.01166545,-18.09227719,-5.90455352,3.91677299,4.51873096,0,0,0,0
16.115,0.68801065,-7.11639126,273.04766973,-2.51914168,0.9854343,0.12306923,-5.14485811,1.37848004,-24.58181565,-5.3691911,8.24717538,0.0319507,0,-1.78145114,-3.01250972,-18.12563474,-5.91741479,3.94719945,4.57040484,0,0,0,0
16.12,0.69655306,-7.08587267,273.04874668,-2.51910469,0.98542664,0.1235297,-5.14574793,1.36773523,-24.57616213,-5.36403745,8.26497025,0.036653,0,-1.77576397,-3.00180002,-18.12899762,-5.92676526,3.9858748,4.57562432,0,0,0,0
16.125,0.70336275,-7.05209944,273.05621138,-2.5190572,0.98541409,0.12397353,-5.14158011,1.35911574,-24.57703148,-5.36107383,8.28641932,0.03963356,0,-1.75744038,-2.99449158,-18.13064858,-5.94932922,4.02457521,4.5829874,0,0,0,0
16.13,0.70977892,-7.02010135,273.06799326,-2.51900357,0.98540179,0.12440749,-5.14114907,1.35226729,-24.5862402,-5.35254692,8.30425965,0.0413901,0,-1.73653965,-2.98881607,-18.12904486,-5.97792345,4.06200919,4.59107152,0,0,0,0
16.135,0.71583497,-6.99285999,273.08488627,-2.51893496,0.98539282,0.12483316,-5.14767568,1.34697723,-24.60050172,-5.34046817,8.32095526,0.04280425,0,-1.71688904,-2.98334795,-18.12411034,-6.01051944,4.09988999,4.59844859,0,0,0,0
16.14,0.72268979,-6.96969412,273.10520799,-2.51886325,0.98538452,0.12525491,-5.16041557,1.34251763,-24.62017215,-5.32456363,8.33749454,0.04392933,0,-1.69844372,-2.97808454,-18.11457811,-6.04816523,4.13977913,4.60562268,0,0,0,0
16.145,0.73013837,-6.95074123,273.12909042,-2.51877632,0.98537842,0.1256707,-5.17897057,1.33788965,-24.64156512,-5.30556865,8.35360581,0.04498717,0,-1.68267849,-2.97169569,-18.10253021,-6.08773923,4.17816719,4.610446,0,0,0,0
16.15,0.7318551,-6.93255821,273.15875243,-2.51868558,0.98536773,0.12608619,-5.19970731,1.34082103,-24.68106693,-5.283847,8.36898983,0.04987525,0,-1.66590783,-2.97198949,-18.08321288,-6.1284572,4.22764994,4.62101852,0,0,0,0
16.155,0.74395406,-6.9196197,273.18558499,-2.51858612,0.9853622,0.12649233,-5.22670138,1.33216925,-24.70322289,-5.26107324,8.3862762,0.05375201,0,-1.65273515,-2.96085672,-18.06823222,-6.17380379,4.26159038,4.62181697,0,0,0,0
16.16,0.74779323,-6.90656815,273.21817244,-2.51848204,0.98535025,0.12690464,-5.25547024,1.33384157,-24.74523263,-5.23479329,8.40445446,0.05930496,0,-1.64136766,-2.9579081,-18.04291443,-6.21348515,4.30958193,4.62524741,0,0,0,0
16.165,0.75977396,-6.89479354,273.24661153,-2.51837392,0.9853398,0.12730759,-5.28474446,1.32544019,-24.7691408,-5.21037319,8.42344294,0.06414314,0,-1.62933459,-2.94612202,-18.02402515,-6.25786532,4.34279107,4.6225681,0,0,0,0
16.17,0.76372847,-6.88170947,273.27811272,-2.51826682,0.9853226,0.12771897,-5.31331746,1.32674166,-24.81198357,-5.18430862,8.44354357,0.07184432,0,-1.61991194,-2.94193574,-17.99393954,-6.29430926,4.38934207,4.62015567,0,0,0,0
16.175,0.77550671,-6.8677066,273.30428675,-2.51815801,0.98530438,0.12812092,-5.34003016,1.3180514,-24.83278452,-5.1602619,8.46512364,0.07867258,0,-1.60833564,-2.92902716,-17.97496175,-6.33348616,4.42022031,4.61416119,0,0,0,0
16.18,0.78203364,-6.84559163,273.31957208,-2.51805878,0.98527784,0.12853596,-5.3587303,1.31418914,-24.84814824,-5.13322816,8.48883278,0.07736519,0,-1.60115723,-2.91774104,-17.97271095,-6.34936882,4.44350154,4.6069097,0,0,0,0
16.185,0.795608,-6.82886844,273.3441008,-2.51795473,0.98525129,0.12894412,-5.3845406,1.30423534,-24.86274731,-5.10632508,8.51605306,0.07947493,0,-1.58796631,-2.90325762,-17.94969327,-6.38893657,4.48108836,4.60377027,0,0,0,0
16.19,0.78876859,-6.80663155,273.37730412,-2.51785412,0.98521881,0.12935074,-5.39757498,1.31260893,-24.93620497,-5.09186289,8.53130371,0.13631852,0,-1.56922762,-2.90963292,-17.88471087,-6.42333914,4.53050647,4.57777731,0,0,0,0
16.195,0.80263743,-6.78720107,273.38793627,-2.51775788,0.98518817,0.12976442,-5.41271156,1.29658464,-24.94220177,-5.08086806,8.56452986,0.14053384,0,-1.5649414,-2.89120433,-17.87334262,-6.44407283,4.56367998,4.57276812,0,0,0,0
16.2,0.80654309,-6.76163178,273.39423579,-2.51767539,0.98515457,0.13018863,-5.42355897,1.29271625,-24.94820849,-5.06310773,8.58765319,0.14181107,0,-1.56242556,-2.88185842,-17.87194462,-6.4480184,4.58632016,4.56834393,0,0,0,0
16.205,0.81534077,-6.73959456,273.40532582,-2.51759026,0.9851164,0.1306019,-5.43314294,1.2813015,-24.95233377,-5.05789464,8.62185003,0.15337481,0,-1.55147616,-2.87117256,-17.8448619,-6.47806754,4.63453819,4.56617817,0,0,0,0
16.21,0.81614401,-6.70575961,273.40959604,-2.5175164,0.98506832,0.13102134,-5.4266982,1.27589127,-24.97062376,-5.05729519,8.65503339,0.17641551,0,-1.53616207,-2.86627447,-17.83102657,-6.49174237,4.67512992,4.5550625,0,0,0,0
16.215,0.82165118,-6.67558012,273.4067358,-2.51744548,0.98502836,0.13144911,-5.42998402,1.26698995,-24.96476764,-5.04521937,8.67954581,0.19606344,0,-1.53035274,-2.85531197,-17.82308335,-6.49764459,4.70176871,4.55402284,0,0,0,0
16.22,0.82274638,-6.6418567,273.3986784,-2.51737867,0.98498083,0.13187496,-5.42086535,1.25810133,-24.97001394,-5.04997598,8.7148382,0.22092444,0,-1.52090903,-2.84877441,-17.82423951,-6.50427844,4.73871321,4.54898833,0,0,0,0
16.225,0.82562154,-6.61063617,273.38890859,-2.51731857,0.98494034,0.13230978,-5.42177023,1.25100291,-24.95844108,-5.03942552,8.73538427,0.23969171,0,-1.51928526,-2.84008239,-17.82065144,-6.50246415,4.76587675,4.55253401,0,0,0,0
16.23,0.82660878,-6.57880434,273.37313069,-2.51726279,0.98489667,0.13274263,-5.41669284,1.24319973,-24.94598715,-5.03836202,8.76328057,0.25905053,0,-1.51764664,-2.83321666,-17.8260326,-6.50138014,4.80089472,4.55375395,0,0,0,0
16.235,0.82675563,-6.54550096,273.35427096,-2.51720972,0.98485323,0.13317917,-5.41033252,1.23570709,-24.93152172,-5.03653591,8.78773957,0.27870227,0,-1.51662087,-2.82658188,-17.83426631,-6.49677155,4.8325975,4.55739539,0,0,0,0
16.24,0.82638452,-6.51153185,273.3312581,-2.51716188,0.98480977,0.13361298,-5.40128792,1.22790766,-24.91478181,-5.03711048,8.81216861,0.30004023,0,-1.51571253,-2.82047349,-17.84787921,-6.49153848,4.86491768,4.56258731,0,0,0,0
16.245,0.82543992,-6.47691807,273.3062136,-2.51711619,0.98476708,0.13404852,-5.39210659,1.22052644,-24.89777753,-5.03658326,8.83417642,0.32110997,0,-1.5153068,-2.81460353,-17.86448322,-6.48400172,4.89583254,4.5697356,0,0,0,0
16.25,0.82397254,-6.44179059,273.27806257,-2.51707146,0.98472498,0.13448272,-5.38140054,1.21290814,-24.87876744,-5.03687406,8.85547851,0.34367704,0,-1.51500783,-2.80892334,-17.88564611,-6.47620636,4.92727019,4.57886892,0,0,0,0
16.255,0.82180028,-6.40231202,273.24446359,-2.51703073,0.9846789,0.13490842,-5.35997636,1.20263627,-24.86696281,-5.04777458,8.88563216,0.37281264,0,-1.50635728,-2.80568867,-17.93595128,-6.47589552,4.95630826,4.60350127,0,0,0,0
16.26,0.82021287,-6.36825972,273.21913008,-2.51698877,0.98464211,0.13534514,-5.3557518,1.19837768,-24.84835618,-5.03664592,8.89358946,0.39400086,0,-1.5099698,-2.7994974,-17.94400129,-6.46222734,4.98704342,4.61859665,0,0,0,0
16.265,0.81729513,-6.33336534,273.1864738,-2.51694787,0.98460382,0.13577849,-5.34701158,1.19278327,-24.82594187,-5.03163049,8.90939917,0.41591577,0,-1.5127373,-2.79420176,-17.96835802,-6.45000951,5.01988389,4.62610983,0,0,0,0
16.27,0.81713858,-6.28190858,273.15266278,-2.51690889,0.98455019,0.13619467,-5.31063274,1.17876375,-24.82090021,-5.04574763,8.93968815,0.45557958,0,-1.48841559,-2.79094225,-18.04698152,-6.45434396,5.04509696,4.70479967,0,0,0,0
16.275,0.81065746,-6.25274392,273.1213706,-2.51687226,0.98451925,0.13662593,-5.31138922,1.17977609,-24.80116269,-5.03242135,8.9443963,0.47502178,0,-1.49669728,-2.78947982,-18.06291771,-6.44275606,5.08243726,4.70432244,0,0,0,0
16.28,0.80644261,-6.2187889,273.0873492,-2.5168337,0.98448488,0.13704976,-5.30365596,1.17630123,-24.7789267,-5.02565985,8.95687695,0.49451674,0,-1.50040381,-2.78455828,-18.08707257,-6.42914894,5.11191321,4.70486831,0,0,0,0
16.285,0.80271121,-6.18161458,273.05290028,-2.51679556,0.98444758,0.1374676,-5.29076911,1.17163295,-24.75730264,-5.02152864,8.97028657,0.51405687,0,-1.49981421,-2.77895989,-18.11435542,-6.41645869,5.13896563,4.70660541,0,0,0,0
16.29,0.79865707,-6.14260347,273.01943694,-2.51676169,0.98440774,0.13788222,-5.27586685,1.16775486,-24.73773552,-5.01706631,8.98329504,0.53308327,0,-1.49632662,-2.77423981,-18.14168509,-6.40464065,5.16525261,4.70874864,0,0,0,0
16.295,0.79347346,-6.10225489,272.9862351,-2.51672073,0.98436641,0.13829168,-5.25869282,1.16426696,-24.71941681,-5.01363073,8.99653272,0.55229198,0,-1.48974318,-2.77039958,-18.17095467,-6.39517567,5.19074821,4.71092008,0,0,0,0
16.3,0.78843596,-6.06158595,272.954922,-2.51668784,0.98432508,0.13869358,-5.24100333,1.16195575,-24.70232692,-5.00950651,9.00915309,0.57144472,0,-1.48130086,-2.76718883,-18.19943283,-6.38651174,5.21598856,4.7131583,0,0,0,0
16.305,0.78166401,-6.0136129,272.92302936,-2.51665501,0.98427442,0.13908337,-5.20969561,1.15874759,-24.69331388,-5.01578777,9.02865953,0.5918094,0,-1.45891893,-2.76752122,-18.24540084,-6.38790363,5.23775176,4.72327687,0,0,0,0
16.31,0.77776255,-5.97805704,272.89909193,-2.51661666,0.98423683,0.13948708,-5.20322268,1.15870918,-24.6787931,-5.00061818,9.03481672,0.60929435,0,-1.45660279,-2.76293732,-18.25796723,-6.37644027,5.26383036,4.72723363,0,0,0,0
16.315,0.77191828,-5.9408015,272.86969483,-2.51658496,0.98419587,0.13988144,-5.19083021,1.15889035,-24.66189924,-4.99201763,9.04633205,0.62784772,0,-1.44930703,-2.76089172,-18.28411449,-6.37075646,5.28980231,4.7225615,0,0,0,0
16.32,0.76678425,-5.90027687,272.8420475,-2.51655209,0.98415153,0.14026939,-5.17284284,1.15764914,-24.64648916,-4.98768083,9.05940626,0.64653789,0,-1.43561858,-2.75857125,-18.31237517,-6.36926191,5.31348641,4.71992632,0,0,0,0
16.325,0.76329224,-5.86353986,272.81845674,-2.51651816,0.98411032,0.14065426,-5.16243896,1.15717794,-24.63563144,-4.9751122,9.07055199,0.66116684,0,-1.42624556,-2.75472926,-18.33214296,-6.36575458,5.33655711,4.71724639,0,0,0,0
16.33,0.75947011,-5.82762557,272.794151,-2.51648617,0.98406952,0.14103662,-5.15224978,1.15665015,-24.62295524,-4.96410602,9.08145597,0.67646655,0,-1.41590133,-2.75168216,-18.35369688,-6.36563084,5.36033509,4.71135674,0,0,0,0
16.335,0.75642049,-5.79206836,272.77107804,-2.51645406,0.98402904,0.14141503,-5.14290417,1.15600067,-24.61051464,-4.95153066,9.09215898,0.69129842,0,-1.404945,-2.7480057,-18.37406924,-6.36680144,5.38441043,4.704751,0,0,0,0
16.34,0.75352776,-5.75736605,272.74823224,-2.51642201,0.9839895,0.14178834,-5.13443344,1.15541367,-24.59790304,-4.93843313,9.10224544,0.70600453,0,-1.39325747,-2.74439432,-18.39368526,-6.37041563,5.40898437,4.69719027,0,0,0,0
16.345,0.75131102,-5.72444695,272.72684119,-2.51639192,0.98395207,0.14216108,-5.12890587,1.15486607,-24.5868513,-4.92358189,9.11175222,0.71904051,0,-1.38281997,-2.7407005,-18.41082149,-6.37473837,5.43276374,4.68934824,0,0,0,0
16.35,0.74909334,-5.69274956,272.70530001,-2.51636192,0.98391607,0.14252945,-5.12464957,1.15462878,-24.57492268,-4.90802836,9.12059001,0.73234701,0,-1.37239634,-2.73705292,-18.42721448,-6.38124527,5.45742407,4.68028186,0,0,0,0
16.355,0.74770475,-5.66377824,272.68916876,-2.51633195,0.98388383,0.1429052,-5.12574303,1.15556416,-24.57222581,-4.88928269,9.13122546,0.73813084,0,-1.36770717,-2.73252408,-18.4408574,-6.3808916,5.47722974,4.67202721,0,0,0,0
16.36,0.74076798,-5.61767961,272.66161392,-2.51630896,0.98383218,0.14324454,-5.09737591,1.15598225,-24.55435647,-4.88654182,9.14151158,0.7600441,0,-1.33150426,-2.73607418,-18.46532467,-6.40561314,5.50814002,4.66741758,0,0,0,0
16.365,0.74038238,-5.59281179,272.64075897,-2.51628255,0.98380342,0.14360842,-5.1027283,1.15528201,-24.54245822,-4.86580767,9.14696072,0.773899,0,-1.32586648,-2.73183204,-18.47897899,-6.41661011,5.53485119,4.65739695,0,0,0,0
16.37,0.73677648,-5.56548317,272.61686982,-2.51626202,0.98377127,0.14396592,-5.10263747,1.15688452,-24.52820001,-4.84931588,9.154918,0.78908414,0,-1.31569057,-2.73151719,-18.49537601,-6.43107751,5.56393765,4.64552678,0,0,0,0
16.375,0.73386133,-5.53748768,272.59389273,-2.51624475,0.98373786,0.14431959,-5.10131326,1.15796212,-24.51392035,-4.83368236,9.16268359,0.80395882,0,-1.30341438,-2.73099421,-18.51011305,-6.4473401,5.59138484,4.63467376,0,0,0,0
16.38,0.73015648,-5.5084839,272.56965612,-2.51623268,0.98370236,0.14467052,-5.09832164,1.15970488,-24.49904417,-4.81864193,9.17122913,0.81930837,0,-1.28908733,-2.73171324,-18.52586611,-6.46532717,5.62035693,4.62316602,0,0,0,0
16.385,0.72787267,-5.48042294,272.54935986,-2.51622001,0.98366767,0.14502867,-5.09905436,1.1613963,-24.49080807,-4.7994253,9.18257725,0.82939577,0,-1.27946492,-2.73050795,-18.53992726,-6.47511503,5.64461923,4.61287102,0,0,0,0
16.39,0.71588785,-5.43991704,272.51806445,-2.51622307,0.98361953,0.1453548,-5.07230671,1.16727693,-24.47224244,-4.80255274,9.19218969,0.84978279,0,-1.24481582,-2.74250864,-18.56540446,-6.50789339,5.68240569,4.604732,0,0,0,0
16.395,0.71753605,-5.41552311,272.4985026,-2.51622142,0.98358892,0.14570764,-5.07837483,1.16615766,-24.45724735,-4.78048172,9.20146995,0.86485995,0,-1.23652972,-2.73877671,-18.57323021,-6.52278728,5.70304202,4.59827825,0,0,0,0
16.4,0.71323665,-5.39107098,272.47067437,-2.51623254,0.98355553,0.14605287,-5.07944738,1.16908309,-24.43642659,-4.76593993,9.21178136,0.88346992,0,-1.22666863,-2.74191569,-18.58909782,-6.54214582,5.73513992,4.5845608,0,0,0,0
16.405,0.70717722,-5.36639475,272.44166532,-2.51625197,0.983522,0.14639156,-5.07693671,1.17306938,-24.41422857,-4.75736759,9.22276094,0.90204568,0,-1.21591768,-2.7475216,-18.60429612,-6.56223334,5.76550783,4.57216103,0,0,0,0
16.41,0.70016675,-5.34063591,272.4114422,-2.51627915,0.9834864,0.14672259,-5.07030435,1.17719926,-24.39128705,-4.75417708,9.23413899,0.92038616,0,-1.20317606,-2.75470942,-18.62108561,-6.58284701,5.79542613,4.56098713,0,0,0,0
16.415,0.6950449,-5.31466835,272.38399545,-2.51630983,0.9834513,0.14706449,-5.06694902,1.18118171,-24.37249731,-4.74475073,9.24805498,0.93539862,0,-1.19500565,-2.75945233,-18.63565988,-6.59555853,5.82135937,4.55170794,0,0,0,0
16.42,0.6872466,-5.29176722,272.35161338,-2.51635285,0.9834178,0.14738942,-5.06082093,1.18620832,-24.3451354,-4.74606679,9.25999163,0.95428206,0,-1.18661337,-2.76799485,-18.65315695,-6.61382739,5.85055851,4.54084071,0,0,0,0
16.425,0.68115633,-5.26800557,272.32344198,-2.51639734,0.98338253,0.14772397,-5.05779245,1.19145238,-24.32483524,-4.74060335,9.27468539,0.96791186,0,-1.18260364,-2.77402072,-18.66922513,-6.62140705,5.87563387,4.5319739,0,0,0,0
16.43,0.67316936,-5.24752005,272.289819,-2.51645467,0.98335072,0.14804993,-5.05436261,1.19758463,-24.29581052,-4.74187034,9.28800329,0.98529555,0,-1.1808476,-2.78270167,-18.68658379,-6.63246427,5.90330959,4.52170193,0,0,0,0
16.435,0.66541891,-5.22664831,272.25808814,-2.5165121,0.98331653,0.14837773,-5.05141038,1.20411247,-24.27096523,-4.74134352,9.3029442,0.99870547,0,-1.18186549,-2.79055944,-18.70579202,-6.63676245,5.9293471,4.51176663,0,0,0,0
16.44,0.65710497,-5.20789549,272.22333232,-2.51658072,0.98328416,0.14869954,-5.04869606,1.21093829,-24.24013506,-4.74432903,9.31680067,1.01406215,0,-1.18506463,-2.79960128,-18.72495953,-6.64154574,5.9553914,4.50235756,0,0,0,0
16.445,0.64860513,-5.18938863,272.18770609,-2.51665152,0.98325138,0.14901842,-5.04562112,1.21784139,-24.2091329,-4.74798821,9.33147317,1.02707426,0,-1.18992285,-2.80844826,-18.74800969,-6.64331836,5.98093189,4.49281144,0,0,0,0
16.45,0.64035626,-5.17258088,272.15014001,-2.51672521,0.98322127,0.14933296,-5.04235404,1.22360944,-24.17268193,-4.75560252,9.3446401,1.03922474,0,-1.19600324,-2.81740376,-18.77315132,-6.64673934,6.00396679,4.48553387,0,0,0,0
16.455,0.63211133,-5.15359029,272.11291297,-2.51680393,0.98318726,0.14964856,-5.03887544,1.23074177,-24.13740749,-4.75845535,9.3587186,1.04897838,0,-1.20303209,-2.82581021,-18.79968637,-6.64332603,6.02802931,4.47976314,0,0,0,0
16.46,0.62386851,-5.13446574,272.07545129,-2.51688404,0.98315325,0.14996135,-5.03516164,1.23795263,-24.10166533,-4.76107302,9.37183565,1.05752125,0,-1.21052152,-2.83408509,-18.82733176,-6.638452,6.05106346,4.47431364,0,0,0,0
